City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
472,Tezu,IN,27.92,96.17,75.83,85,97,3.22,light rain
473,Kutum,SD,14.2,24.67,76.32,67,90,10.09,light rain
474,Amos,CA,48.57,-78.12,77.0,41,40,8.05,scattered clouds
475,Teahupoo,PF,-17.83,-149.27,78.8,69,20,21.14,few clouds
476,Bambanglipuro,ID,-7.95,110.28,73.72,88,44,3.49,scattered clouds
477,Sorland,NO,67.67,12.69,51.8,81,75,6.93,broken clouds
478,Necochea,AR,-38.55,-58.74,66.0,43,0,21.0,clear sky
479,Aquiraz,BR,-3.9,-38.39,84.2,58,20,16.11,few clouds
480,Lively,CA,46.43,-81.15,69.01,94,90,9.17,light rain
481,Flin Flon,CA,54.77,-101.86,68.0,52,40,19.46,scattered clouds
482,Balsas,BR,-7.53,-46.04,95.67,23,87,7.54,overcast clouds
483,Anadyr,RU,64.75,177.48,50.0,93,40,2.24,scattered clouds
484,Baykit,RU,61.67,96.37,51.89,88,0,2.06,clear sky
485,Atoka,US,34.4,-96.02,95.0,30,1,6.24,clear sky
486,Beira,MZ,-19.84,34.84,67.32,77,0,7.07,clear sky
487,Kilindoni,TZ,-7.91,39.67,77.04,74,85,14.88,light rain
488,Deshnok,IN,27.8,73.34,89.28,56,0,10.49,clear sky
489,Lac Du Bonnet,CA,50.25,-96.06,75.99,99,100,5.01,overcast clouds
490,Sambava,MG,-14.27,50.17,71.38,79,52,11.86,light rain
491,Tucuman,AR,-26.82,-65.22,75.2,17,100,4.7,smoke
492,Nakamura,JP,32.98,132.93,74.34,88,0,2.59,clear sky
493,Akdepe,TM,42.06,59.38,80.6,42,0,20.8,clear sky
494,Obeliai,LT,55.97,25.15,61.45,85,100,7.31,overcast clouds
495,Salinas,US,36.68,-121.66,79.0,56,1,10.29,haze
496,Sechura,PE,-5.56,-80.82,76.1,46,4,13.42,clear sky
497,Lamu,KE,-2.27,40.9,75.81,81,0,14.99,clear sky
498,Concepcion Del Uruguay,AR,-32.48,-58.24,72.0,37,0,8.99,clear sky
499,Severnyy,RU,50.68,36.55,66.2,55,86,6.71,overcast clouds
500,Chitral,PK,35.85,71.79,77.09,54,5,3.06,clear sky
501,Agirish,RU,61.92,63.02,49.35,94,0,5.12,clear sky
502,Kieta,PG,-6.22,155.63,75.83,90,100,4.47,heavy intensity rain
503,Alofi,NU,-19.06,-169.92,75.2,78,100,9.17,overcast clouds
504,Pierre,US,44.37,-100.35,91.4,43,1,10.29,clear sky
505,Maumere,ID,-8.62,122.21,75.69,77,92,2.04,overcast clouds
506,Shepsi,RU,44.04,39.15,72.12,55,0,9.95,clear sky
507,Shingu,JP,33.73,135.98,74.53,90,10,3.47,clear sky
508,Kuusamo,FI,65.97,29.18,57.2,87,40,8.05,scattered clouds
509,Srednekolymsk,RU,67.45,153.68,34.93,87,100,7.72,overcast clouds
510,Timizart,DZ,36.8,4.27,73.94,80,0,8.95,clear sky
511,La Asuncion,VE,11.03,-63.86,96.8,47,56,16.11,light rain
512,Gilgit,PK,35.92,74.31,84.31,19,0,1.72,clear sky
513,Urzhum,RU,57.11,50.0,58.73,87,0,4.76,clear sky
514,Nyurba,RU,63.28,118.33,39.29,83,0,3.31,clear sky
515,Mwinilunga,ZM,-11.74,24.43,65.23,33,34,5.57,scattered clouds
516,Elko,US,41.0,-115.5,90.0,9,92,5.01,overcast clouds
517,Pozhva,RU,59.09,56.08,53.87,87,50,3.47,scattered clouds
518,Bacolod,PH,10.67,122.95,78.22,82,76,3.98,broken clouds
519,Noumea,NC,-22.28,166.46,73.0,94,90,2.24,overcast clouds
520,Trinidad,BO,-14.83,-64.9,77.0,44,0,3.36,clear sky
521,Lorengau,PG,-2.02,147.27,76.17,89,100,6.13,moderate rain
522,Hegang,CN,47.4,130.37,56.43,95,100,2.68,overcast clouds
523,Vysokogornyy,RU,50.12,139.15,53.83,94,95,2.08,overcast clouds
524,Kushima,JP,31.46,131.23,77.36,84,0,1.63,clear sky
525,Vardo,NO,70.37,31.11,57.2,87,100,17.22,light rain
526,Verkhoyansk,RU,67.54,133.38,38.03,87,94,5.17,overcast clouds
527,Mecca,SA,21.43,39.83,92.61,25,5,4.12,clear sky
528,Dubbo,AU,-32.25,148.62,33.8,100,1,5.82,clear sky
529,Bludenz,AT,47.15,9.82,69.01,75,70,2.39,broken clouds
530,Bahia Honda,CU,22.9,-83.16,90.41,64,100,7.02,overcast clouds
531,Qena,EG,26.16,32.72,91.4,27,0,4.7,clear sky
532,Arruda Dos Vinhos,PT,38.98,-9.08,75.2,57,0,19.46,clear sky
533,Basse,DE,52.55,9.51,64.99,77,14,5.82,few clouds
534,Grenada,ES,37.19,-3.61,93.2,26,0,9.17,clear sky
535,Cabedelo,BR,-6.98,-34.83,82.4,58,20,14.99,few clouds
536,Beasain,ES,43.05,-2.2,72.0,55,0,3.0,clear sky
537,Payo,ID,-3.75,103.64,72.86,91,100,1.63,overcast clouds
538,Bathsheba,BB,13.22,-59.52,87.8,66,20,10.29,shower rain
539,Marawi,PH,8.0,124.29,75.99,91,69,5.01,broken clouds
540,Oranjestad,AW,12.52,-70.03,86.0,74,20,20.8,few clouds
541,Balclutha,NZ,-46.23,169.75,52.0,90,100,15.01,overcast clouds
542,Presidente Medici,BR,-11.18,-61.9,98.89,21,0,4.47,clear sky
543,Mhango,TZ,-3.28,32.85,70.74,38,25,3.87,scattered clouds
544,Werota,ET,11.92,37.7,62.94,86,46,1.99,moderate rain
545,Makat,KZ,47.65,53.35,72.72,37,40,8.81,scattered clouds
546,Lufilufi,WS,-13.87,-171.6,71.6,100,20,5.82,few clouds
547,Cap Malheureux,MU,-19.98,57.61,72.0,69,39,8.01,scattered clouds
548,Teknaf,BD,20.86,92.31,78.75,91,100,7.16,moderate rain
549,Bay-Khaak,RU,51.17,94.5,53.19,69,100,3.69,overcast clouds
550,Marfino,RU,55.7,37.38,66.0,63,100,6.71,overcast clouds
551,Tharad,IN,24.4,71.63,80.01,88,100,14.92,moderate rain
552,Hobyo,SO,5.35,48.53,75.88,78,46,25.68,scattered clouds
553,Senador Jose Porfirio,BR,-2.59,-51.95,89.24,51,35,2.86,scattered clouds
554,Fukue,JP,32.69,128.84,81.91,72,0,4.56,clear sky
555,Muros,ES,42.78,-9.06,73.99,65,0,8.01,clear sky
556,Ust-Karsk,RU,52.7,118.81,57.29,91,100,4.79,light rain
557,Nemuro,JP,43.32,145.57,62.91,97,49,4.05,scattered clouds
558,Diego De Almagro,CL,-26.37,-70.05,70.16,24,0,12.48,clear sky
559,Piacabucu,BR,-10.41,-36.43,77.72,71,30,8.59,scattered clouds
560,Wukari,NG,7.85,9.78,72.97,95,100,3.56,moderate rain
561,San Carlos De Bariloche,AR,-41.15,-71.31,48.2,61,75,18.34,broken clouds
562,Shaoyang,CN,27.23,111.45,77.23,85,0,3.78,clear sky
563,Kano,NG,12.0,8.52,77.0,94,20,9.17,thunderstorm with light rain
564,Shestakovo,RU,56.49,103.96,55.63,91,100,2.17,overcast clouds
565,Juneau,US,58.3,-134.42,57.0,93,90,6.93,moderate rain
566,Tarakan,ID,3.3,117.63,80.71,79,79,2.57,broken clouds
567,General Higinio Morinigo,PY,-25.95,-55.92,69.22,53,0,7.31,clear sky
568,Eureka,US,40.8,-124.16,61.0,93,90,7.74,overcast clouds
569,Oktyabrskiy,RU,54.48,53.47,54.37,87,0,2.55,clear sky
570,Ongole,IN,15.5,80.05,83.95,79,100,4.68,moderate rain
571,Chastyye,RU,57.29,54.97,55.04,88,0,2.86,clear sky
572,Askiz,RU,53.13,90.53,52.45,87,91,6.8,overcast clouds
573,Petrozavodsk,RU,61.78,34.35,64.4,88,100,8.95,overcast clouds
574,Ayr,GB,55.46,-4.63,57.2,82,75,4.7,broken clouds
575,Taonan,CN,45.33,122.78,66.11,92,100,7.27,moderate rain
576,Buala,SB,-8.14,159.59,79.7,85,100,9.46,moderate rain
577,Berlevag,NO,70.86,29.09,62.6,77,100,9.17,moderate rain
578,Corn Island,NI,12.17,-83.04,81.37,75,0,1.48,clear sky
579,Virginia Beach,US,36.85,-75.98,90.0,55,75,9.17,broken clouds
580,Kearney,US,40.7,-99.08,89.6,52,1,8.05,clear sky
581,Cockburn Town,TC,21.46,-71.14,84.2,78,100,27.94,overcast clouds
582,Cabano,PH,10.59,122.7,80.17,80,100,1.83,overcast clouds
583,Arman,RU,59.7,150.17,39.2,73,0,10.38,clear sky
584,Nouakchott,MR,18.09,-15.98,84.2,74,90,19.46,overcast clouds
585,Leshukonskoye,RU,64.9,45.76,57.45,94,100,6.55,light rain
586,Prince Rupert,CA,54.32,-130.32,57.2,93,90,6.93,overcast clouds
587,Axim,GH,4.87,-2.24,74.93,87,15,8.55,few clouds
588,Quarai,BR,-30.39,-56.45,67.44,59,0,12.53,clear sky
589,Husavik,IS,66.04,-17.34,53.6,58,88,4.7,overcast clouds
590,Samarai,PG,-10.62,150.67,75.33,76,100,14.18,overcast clouds
591,Tsabong,BW,-26.02,22.4,60.24,39,0,5.44,clear sky
592,Turukhansk,RU,65.82,87.98,54.12,87,100,7.92,light rain
593,Warin Chamrap,TH,15.19,104.86,77.0,100,97,3.36,overcast clouds
594,Klyuchi,RU,52.27,79.17,60.64,61,100,0.96,overcast clouds
595,Hunenberg,CH,47.18,8.43,69.8,56,90,2.24,overcast clouds
596,Saint-Georges,GD,12.06,-61.75,86.0,79,20,10.29,few clouds
597,Avesta,SE,60.15,16.17,60.01,79,0,8.08,clear sky
598,Gejiu,CN,23.31,103.16,58.89,100,48,2.62,scattered clouds
599,Lanzhou,CN,36.06,103.79,60.01,80,26,2.62,scattered clouds
600,Awbari,LY,26.59,12.78,85.1,18,0,8.16,clear sky
601,Ola,RU,59.58,151.28,41.31,67,0,10.09,clear sky
602,Roald,NO,62.58,6.13,51.8,66,75,13.87,broken clouds
603,Vredendal,ZA,-31.67,18.5,56.82,80,100,6.98,overcast clouds
604,Dongsheng,CN,39.82,109.98,56.52,91,0,7.02,clear sky
605,Karachi,PK,24.91,67.08,86.0,79,75,17.22,broken clouds
606,Doha,QA,25.29,51.53,91.99,84,0,5.82,clear sky
607,Igarka,RU,67.47,86.58,55.49,95,100,7.14,light rain
608,Soyo,AO,-6.13,12.37,73.72,88,55,5.73,broken clouds
609,The Valley,AI,18.22,-63.06,87.8,70,40,16.11,scattered clouds
610,Zarubino,RU,42.63,131.09,67.68,97,96,4.52,overcast clouds
611,Talara,PE,-4.58,-81.27,65.48,73,1,19.04,clear sky
612,Westonaria,ZA,-26.32,27.65,55.99,50,0,2.59,clear sky
613,Borogontsy,RU,62.67,131.17,40.51,69,89,0.89,overcast clouds
614,Katangli,RU,51.71,143.23,48.43,99,92,2.1,overcast clouds
615,Tengushevo,RU,54.77,42.72,57.76,68,65,3.85,broken clouds
616,Port Hardy,CA,50.7,-127.42,55.4,93,75,2.24,broken clouds
617,Christchurch,NZ,-43.53,172.63,52.0,100,100,11.41,mist
618,Den Helder,NL,52.96,4.76,64.0,77,20,9.17,few clouds
619,Ambunti,PG,-4.24,142.84,73.0,98,100,2.04,overcast clouds
620,Gairatganj,IN,23.42,78.24,72.66,94,90,12.95,overcast clouds
621,Araguaina,BR,-7.19,-48.21,99.23,21,7,4.68,clear sky
622,Saint Anthony,US,45.02,-93.22,90.0,58,40,6.93,scattered clouds
623,Mae Hong Son,TH,19.3,97.97,74.07,88,100,2.73,overcast clouds
624,Kiruna,SE,67.86,20.23,55.4,87,85,4.7,overcast clouds
625,Dhidhdhoo,MV,6.88,73.1,83.43,72,1,8.52,moderate rain
626,Khorixas,NA,-20.37,14.97,65.12,26,0,7.54,clear sky
627,Belz,FR,47.68,-3.17,66.0,72,19,1.01,few clouds
628,Seymchan,RU,62.88,152.43,34.07,88,92,5.46,overcast clouds
629,Rabo De Peixe,PT,37.8,-25.58,75.2,78,20,13.87,few clouds
630,Gabriel Leyva Solano,MX,25.67,-108.64,99.0,49,40,9.17,scattered clouds
631,Solok,ID,-0.79,100.66,71.38,84,87,1.1,overcast clouds
632,Khani,GE,41.96,42.96,66.2,93,75,8.05,thunderstorm with rain
633,Port Moresby,PG,-9.44,147.18,73.4,88,20,17.22,few clouds
634,Timbiqui,CO,2.77,-77.67,80.17,82,80,8.61,light rain
635,Zverevo,RU,48.02,40.12,68.0,34,0,8.95,clear sky
636,Campina Verde,BR,-19.54,-49.49,83.46,30,0,5.64,clear sky
637,Devonport,AU,-41.17,146.35,39.99,67,57,8.34,broken clouds
638,Byron Bay,AU,-28.65,153.62,50.0,53,0,11.41,clear sky
639,Aktash,RU,50.3,87.73,37.62,83,97,2.89,overcast clouds
640,Plettenberg Bay,ZA,-34.05,23.37,57.2,77,100,6.51,overcast clouds
641,Lima,PE,-12.04,-77.03,66.2,63,75,6.93,broken clouds
642,Ushirombo,TZ,-3.49,31.96,73.72,37,69,3.27,broken clouds
643,Concordia,AR,-31.39,-58.02,72.0,35,0,17.22,clear sky
644,Chimbote,PE,-9.09,-78.58,66.63,65,6,10.13,clear sky
645,Hamilton,US,39.18,-84.53,84.99,58,75,3.36,broken clouds
646,Catalao,BR,-18.17,-47.95,78.53,43,49,5.86,scattered clouds
647,Altamira,BR,-3.2,-52.21,84.2,66,40,8.05,thunderstorm
648,Pionerskiy,RU,54.95,20.23,66.2,72,20,4.47,few clouds
649,Minab,IR,27.15,57.08,89.6,79,0,11.41,clear sky
650,Manitouwadge,CA,49.12,-85.84,75.2,73,75,3.36,broken clouds
651,Lindsay,US,36.2,-119.09,87.01,48,1,5.82,haze
652,Malinyi,TZ,-8.93,36.13,75.99,51,55,3.4,broken clouds
653,Magadan,RU,59.57,150.8,39.85,70,0,8.25,clear sky
654,Koregaon,IN,18.65,74.08,73.02,86,100,9.08,overcast clouds
655,Tilichiki,RU,60.47,166.1,44.78,85,96,6.11,overcast clouds
656,Calabozo,VE,8.92,-67.43,84.11,74,74,1.74,broken clouds
657,Athabasca,CA,54.72,-113.29,68.0,46,0,12.88,clear sky
658,Kang,BW,-23.68,22.79,61.72,36,0,4.79,clear sky
659,Umm Lajj,SA,25.02,37.27,84.02,59,0,4.59,clear sky
660,Hofn,IS,64.25,-15.21,52.3,74,100,3.89,overcast clouds
661,Baltoji Voke,LT,54.6,25.2,66.2,82,75,2.24,broken clouds
662,Kapit,MY,2.02,112.93,73.54,94,100,0.74,overcast clouds
663,Bundaberg,AU,-24.85,152.35,51.01,43,1,8.05,clear sky
664,Jiamusi,CN,46.83,130.35,59.86,90,100,2.21,overcast clouds
665,Kupang,ID,-10.17,123.58,72.05,73,0,7.02,clear sky
666,Jizan,SA,17.33,42.67,93.2,63,100,5.82,overcast clouds
667,Victor Harbor,AU,-35.57,138.62,39.0,92,70,3.15,light rain
668,Korla,CN,41.76,86.15,86.0,56,0,5.12,clear sky
669,Shache,CN,38.42,77.24,70.88,23,0,4.99,clear sky
670,Rawah,IQ,34.48,41.91,85.78,21,0,13.69,clear sky
671,Irsha,RU,55.93,94.79,54.61,80,100,3.18,light rain
672,Jardim,BR,-21.48,-56.14,73.78,56,0,6.96,clear sky
673,Caxito,AO,-8.58,13.66,71.6,88,75,3.36,broken clouds
674,Heihe,CN,50.24,127.49,59.0,100,40,2.24,mist
675,Moerai,PF,-22.43,-151.33,69.89,69,13,11.21,few clouds
676,Sierra Vista,US,31.55,-110.3,91.4,31,1,8.05,clear sky
677,Santo Tomas,PH,14.11,121.14,84.2,79,100,3.36,overcast clouds
678,Makariv,UA,50.46,29.81,73.4,53,63,2.24,broken clouds
679,Morant Bay,JM,17.88,-76.41,90.0,74,75,8.05,broken clouds
680,Abha,SA,18.22,42.51,73.4,88,77,4.7,broken clouds
681,Leh,IN,34.17,77.58,65.43,24,0,4.72,clear sky
682,Luwuk,ID,-0.95,122.79,74.01,55,0,4.27,clear sky
683,Bonthe,SL,7.53,-12.51,77.86,85,100,9.57,light rain
684,Tautira,PF,-17.73,-149.15,78.8,69,20,20.87,few clouds
685,Shaowu,CN,27.34,117.48,76.44,76,0,0.63,clear sky
686,Porbandar,IN,21.64,69.61,81.75,84,100,19.17,moderate rain
687,Nalut,LY,30.33,10.85,89.26,19,0,15.73,clear sky
688,Gornja Radgona,SI,46.67,15.99,72.0,82,100,3.42,overcast clouds
689,Salina Cruz,MX,16.17,-95.2,86.34,66,54,7.27,light rain
690,Baiao,BR,-2.79,-49.67,93.85,36,75,1.88,broken clouds
691,Olinda,BR,-8.01,-34.86,80.6,65,40,11.41,scattered clouds
692,Sabang,ID,5.89,95.32,83.86,70,78,6.29,broken clouds
693,Bosaso,SO,11.28,49.18,92.98,39,8,13.29,clear sky
694,Rundu,NA,-17.93,19.77,67.55,26,0,4.45,clear sky
695,Pangody,RU,65.85,74.49,54.01,88,41,9.46,scattered clouds
696,Bandarbeyla,SO,9.49,50.81,76.75,76,95,32.39,overcast clouds
697,Serang,ID,-6.11,106.15,80.01,83,20,4.7,haze
698,Kropotkin,RU,45.44,40.58,66.7,40,0,11.5,clear sky
699,Adilabad,IN,19.67,78.53,77.22,85,100,7.94,overcast clouds
700,Ferme-Neuve,CA,46.7,-75.45,65.41,80,100,1.61,overcast clouds
701,Blythe,US,33.61,-114.6,105.01,26,0,3.0,clear sky
702,Mackenzie,CA,55.3,-123.17,57.2,67,1,12.75,clear sky
703,Charyshskoye,RU,51.4,83.56,52.36,81,100,5.21,overcast clouds
704,Raudeberg,NO,61.99,5.14,50.0,82,100,12.97,light rain
705,Broken Hill,AU,-31.95,141.43,41.0,81,0,4.7,clear sky
706,Mercedes,AR,-34.65,-59.43,71.01,15,9,8.01,clear sky
707,Lang Son,VN,21.83,106.73,74.61,94,1,2.26,clear sky
708,Horodnya,UA,51.89,31.6,63.5,64,14,7.38,few clouds
709,Asmara,ER,15.33,38.93,65.39,81,21,2.39,few clouds
